CAS_Number,SMILES,pLD50,"LD50,mg/kg"
35899-39-9,CC(CCn1cnc2c1c(=O)n(C)c(=O)n2C)NCC(O)c1cc(O)cc(O)c1,4.0037,39.975
3380-80-1,Clc1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,4.0043,27.9325
5322-99-6,CCN(CC)CCn1c(-c2ccc(OC)cc2)nc2ccccc21,4.0046,31.976
81914-45-6,C/C(=N\NC(=O)OC(C)(C)C)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,4.0053,61.96
488-47-1,Oc1c(O)c(Br)c(Br)c(Br)c1Br,4.0058,41.604
126517-38-2,OCCN1CCN(C(c2cccc(Cl)c2)c2ccccc2Cl)CC1,4.0064,35.882
80762-79-4,CCCCOCC(O)CNC(C)(C)C,4.0072,19.9865
102106-31-0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC/C=C/c2ccc(SC)cc2)C1c1cccc([N+](=O)[O-])c1,4.0074,49.958
543-21-5,NC(=O)C#CC(N)=O,4.0082,10.994
101710-82-1,CN1C2CCCC1CC(OC(=O)C(O)(c1ccccc1)C1CCCC1)C2,4.0092,34.974
50720-30-4,C/C=C1/CN(C)C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC,4.0093,34.475
20930-82-9,CCN1CCC(COC(=O)Nc2c(C)cccc2C)C1,4.0101,26.9808
100482-63-1,O=C(/C=C/N1CCOCC1)C(c1ccccc1)c1ccccc1,4.0106,29.977
40520-30-7,COc1ccc(NC2=NCCO2)c2c1CCCC2,4.0113,23.9831
76855-01-1,N#CSC/C=C/Cl,4.0119,12.9389
69226-26-2,CC1CCCCN1CCCOC(=O)c1cccs1,4.0122,25.9743
21602-54-0,CC1CCC(c2ccccc2)(N2CCCCC2)CC1,4.0127,24.9799
81571-34-8,CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1(O)C(O)C2(CC)C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CN(CCc8c6[nH]c6ccccc86)CC(O)(CC)C7)c(OC)cc5N(C)C14)C32,4.0133,93.933
96072-68-3,OCC1(c2ccccc2)CCN(CC(c2ccccc2)c2ccccc2)CC1,4.0137,35.971
75463-36-4,c1ccc(N2CCN(CCNC3CCc4cc5c(cc43)CCC5)CC2)cc1,4.0141,34.973
63834-19-5,O=C(CN1CCCC1)N1c2ccccc2Sc2ccccc21,4.0148,29.9702
886-06-6,O=C(CCN1CCCCC1)c1ccccc1,4.0149,20.984
14025-70-8,CCCCCOC(=O)c1ccc(NC(=O)CCN2CCCCC2)cc1O,4.0152,34.976
56337-94-1,[N-]=[N+]=NC1CCC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,4.0156,33.976
2947-00-4,CCNCC(O)c1ccc(O)c(O)c1,4.0162,18.9876
6826-90-0,C=CCC(COCCN(CC)CC)c1cccc2ccccc12,4.0163,29.9765
5505-69-1,CCOC(C(=O)OCC1CCCN1C)(c1ccccc1)c1ccccc1,4.0169,33.975
65008-41-5,COc1ccc(CCNCC(O)COc2ccc(O)c3c2CCC(=O)N3)cc1OC,4.0175,39.973
63916-90-5,CC(C)COc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.0179,31.977
87203-75-6,Cc1ccc(C(Cc2ccc(O)c(O)c2)N(C)C)cc1,4.0186,25.9806
100482-66-4,O=C(/C=C/N1CCOCC1)C(c1ccccc1)c1cccs1,4.019,29.9705
100267-97-8,CCOc1c(OC)ccc2c1C13CCN(C)C(C2)C1(O)CCC(=O)C3,4.0199,32.977
555-77-1,ClCCN(CCCl)CCCl,4.0207,19.3547
97322-87-7,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,4.0217,41.963
130260-21-8,CC(C)(C)C(C)(C)NCC(O)COc1cccc2ccccc12,4.0218,29.9774
85181-37-9,COc1cc(OC)cc(C(=O)OC2CC3CCC(C2)N3C)c1,4.0224,28.9799
73622-89-6,O=C(N/C=C/NC(=O)Oc1c(I)cc(I)cc1I)Oc1c(I)cc(I)cc1I,4.0227,99.981
23459-31-6,CCCNC(C)C(=O)NC(c1ccccc1)C1CCC1,4.0234,25.9807
2912-86-9,CCCCN(CC)CCOC(=O)C(OC)(c1ccccc1)c1ccccc1,4.0236,34.974
110531-90-3,c1ccc2c(c1)Cc1ccccc1N(CCN1CCCCC1)C2,4.024,28.977
130-86-9,CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,4.0244,33.383
57458-46-5,CN1C2CCC1C1Cc3ccccc3C1C2,4.0253,20.1084
6606-10-6,CN1C2CCCC1CC(OC(=O)C(O)(c1ccccc1)C1CCCCC1)C2,4.0259,34.974
95167-71-8,CC(c1ccc(Cl)cc1)N(CCN(C)C)c1ccccc1,4.0264,28.4347
102895-60-3,CCOC(=O)c1ccc(OCCN2CCC(C(=O)OCC)(c3ccccc3)CC2)cc1,4.0269,39.971
101477-54-7,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,4.0273,43.97
73771-08-1,O=C1c2cccc([N+](=O)[O-])c2C(=O)N1SC(Cl)(Cl)Cl,4.0283,31.843
24573-34-0,CCCCCCCNc1ccccn1,4.0287,17.9866
13764-35-7,CCN(CC)CCSC(=S)N1c2ccccc2Sc2ccccc21,4.0295,34.953
126480-59-9,COc1ccc(CCNC(=N)CCCn2cnc3c2c(=O)n(C)c(=O)n3C)cc1OC,4.0299,39.974
36398-93-3,CC1C2CCC(C2)C1CNCCOC(=O)c1ccc(Cl)cc1,4.0305,29.9349
24921-64-0,CC(C)=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,4.031,28.9773
74246-86-9,CCN(CCO)CCCN1C(=O)CC2(CCCc3ccccc32)C1=O,4.032,31.977
6376-26-7,CCN(CC)CCOc1ccccc1C(=O)Nc1ccccc1,4.0323,28.9787
38339-07-0,NCC(O)c1cc(Cl)c(N)c(Cl)c1,4.0328,20.4008
35805-96-0,CC(=O)NCCSC(=O)N1c2ccccc2Sc2cccnc21,4.0332,31.964
101398-50-9,CN(C)/C=N/CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.0338,31.927
97864-38-5,CN(C)CCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)c(Cl)cc21,4.0346,33.893
26987-94-0,CCC(O)CN1CCc2cc(OC)c(OC)cc2C1CC1CC2c3cc(OC)c(OC)cc3CCN2CC1CC,4.035,50.963
127757-31-7,CCC(C)C1NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)N(C)C(=O)C(C(C)CC)OC(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)NC(=O)C(C(C)C)N(C)C1=O,4.0356,99.931
55-73-2,CNC(=NCc1ccccc1)NC,4.0362,16.2956
21184-55-4,Cc1cccc(Cl)c1NC(=O)OCC1CCN(C)C1,4.0365,25.9395
102753-23-1,CCCCN1CCN(C(C)CN2c3ccccc3Sc3ccccc32)CC1,4.0375,34.966
548-68-5,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.0381,29.97
10490-74-1,Oc1ccc2c(O)c(CNC3CCCCC3)ccc2c1CNC1CCCCC1,4.0386,34.974
13313-83-2,CCC1CCCCC1(OCCN(C)C)c1ccccc1C(C)C,4.0394,28.9776
38128-86-8,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/OCCc5ccccc5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.0403,76.947
1107-74-0,CCCCCCCC(=O)OC12C=CC(=O)C3Oc4c(OC)ccc5c4C31CCN(C)C2C5,4.0409,39.971
130820-41-6,CCOC(=O)C1(c2ccc(C3CC3)cc2)CCN(Cc2ccccc2)CC1,4.042,32.974
63980-11-0,Cc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.042,24.9815
18354-25-1,Cc1cc(Cl)c(C)c(C(=O)O)c1C,4.0428,17.9452
22631-86-3,CC1(c2ccc(C3(C)CN3CCO)cc2)CN1CCO,4.0436,24.9823
27468-61-7,CCCCOc1ccc(OCC(=O)N(CCCN(CC)CC)c2ccc(OC)cc2)cc1,4.044,39.971
62491-96-7,O=C(NCCCl)Nc1ccncc1,4.045,17.9468
50680-65-4,CCCc1ncc(C(=O)NCCN2CCN(c3ccccc3OC)CC2)s1,4.0454,34.969
74246-77-8,CCNCCCN1C(=O)CC2(CCCc3ccccc32)C1=O,4.0463,26.9804
62673-54-5,CC(C)(C)NCC(O)c1sccc1Br,4.0464,24.892
112579-25-6,CCCCCCCC(=O)Nc1ccc(OCCN(CC)CC)cc1,4.0473,29.9783
73664-73-0,CCCCOc1cccc(C(=O)NCCN2CCCC2)c1,4.048,25.9814
56740-77-3,CNC1(C)CCC(c2ccccc2)(c2ccccc2)CC1,4.0483,24.9796
101756-51-8,CCC#CC(O)(C(=O)OC1CN2CCC1CC2)c1ccccc1,4.0489,27.9795
16777-42-7,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,4.0495,27.9438
485-49-4,CN1CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3,4.0498,32.734
17124-73-1,CCN(CC)CCSC(=N)N,4.0507,15.5834
53152-21-9,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,4.0511,41.538
15260-36-3,CS/C(=N\Cc1ccccc1)NCc1ccccc1,4.0518,23.975
15043-62-6,Nc1ccc(C(=O)OCCCN2CCC(c3ccccc3)CC2)cc1,4.0524,29.9777
29122-64-3,CCOc1ccc(Cl)cc1C(CN1CCN(C)CC1)C(C)CC,4.053,29.9371
2532-86-7,CN1C2CCC1CC(OC(=O)Cc1ccccc1F)C2,4.0539,24.478
35349-01-0,CCC(NC1=NCCO1)c1ccccc1,4.0549,17.9871
56208-12-9,CCN(CC)CCCNC(Cc1ccccc1)c1ccc(OC)cc1,4.055,29.9771
78219-44-0,CC1CCN(CCCOC(=O)c2ccccc2)CC1,4.0555,22.9831
54063-28-4,CC(C)CCOC(=O)C(NCCN1CCCC1)c1ccccc1,4.0559,27.9798
67049-49-4,CCCCCCOc1ccc(C(=O)OCCCN2C(C)CCCC2C)cc1,4.0562,32.976
130260-25-2,CC1(NCC(O)COc2cccc3ccccc23)CCCCC1,4.0568,27.4792
66203-16-5,COc1c(NC(C)=O)c(OCCN2CCCCCC2)c(OC)c2occc12,4.0572,32.978
39617-57-7,NCC1CCC(c2ccccc2)(c2ccccc2)C1,4.0579,21.982
29540-35-0,CN(C)Cc1c(O)ccc2occ(C(O)c3ccccc3)c12,4.0583,25.981
52501-97-0,COc1ccccc1C1(O)CSC2=NCC3(CCN(Cc4ccccc4)CC3)CN21,4.0587,36.966
83449-34-7,c1ccc2c(c1)OCC(CNCCCCc1ccc3c(c1)OCCO3)O2,4.0594,30.9777
63659-34-7,CC(C)NCC(O)COc1ccc(CCOCC2CCC2)cc1,4.06,27.9799
16220-43-2,CN(C)CC/C=C1/c2ccccc2CS(=O)(=O)c2sccc21,4.0607,28.9659
20930-84-1,CCN1CCCC(COC(=O)Nc2ccccc2C)C1,4.0613,23.983
41776-72-1,CCCCC(CCC)O/N=C\c1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(O/C=C\C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)/C=C\C=C(\C)C(=O)N2)O4,4.0617,73.95
54219-85-1,C=CCc1cc(CNC(CC)CO)c(O)c(OC)c1,4.0621,22.9839
111071-49-9,C=CCN1CCCC1CNC(=O)c1cc(Cl)c(NC2=NCC(C)N2)cc1OC,4.0631,35.036
67624-95-7,CCN(CC)C(C)C(=O)Nc1c(Cl)cccc1Cl,4.0633,24.9026
57105-65-4,C#CCNC(=O)Nc1ccc(Cl)cc1,4.0641,17.9476
5503-08-2,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,4.0651,22.4814
53206-83-0,CCN(CC)CC(O)COc1c(C(C)C)ccc(C)c1C(=O)OC,4.0658,28.9798
56974-37-9,C=CCN1CCC23c4c5ccc(O)c4OC2C([N-][N+]#N)CCC3C1C5,4.067,28.9797
51264-14-3,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,4.0673,33.67
62832-08-0,Cc1ccc(-c2cn(-c3ccccc3)nc2OCCN(C)C)cc1,4.0677,27.4795
60706-51-6,CN1CCCCC1CCn1c2ccccc2c2ccccc21,4.0681,24.9802
33588-16-8,Cc1cccc(Cl)c1NC1=NCCO1,4.0683,17.948
97176-74-4,CCCN(C)CC(=O)Nc1c(C)cccc1C,4.0688,19.9855
99900-95-5,O=C(CCN1CC1)OC1CCCCCC1,4.0696,17.9874
63917-74-8,C=CCOc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.0703,26.9804
63918-72-9,CCN(CC)CCN1Cc2ccccc2-c2ccccc2C1,4.0711,24.9803
68339-85-5,c1ccc(CNCC2CCc3ccccc3N2)cc1,4.0716,21.3832
968-58-1,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,4.0725,24.9803
101342-94-3,CC1OC(c2ccc3c(c2O)C(=O)C24OC2(C3=O)C2OC(=O)CC2OC4C)CC(N(C)C)C1O,4.0732,39.974
102584-35-0,CC(C)(C)N1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1,4.074,28.9386
102071-76-1,CCCCNC(C)(C)COC(=O)c1ccccc1,4.0746,20.9847
859-65-4,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,4.0751,31.975
53251-84-6,CCCCOC(=O)c1c(C)ccc(C(C)C)c1OCCN(C)C,4.0758,26.9806
2173-44-6,Cc1cccc(C)c1OC(=O)CN1CCN(C)CC1,4.0765,21.9845
73825-75-9,CC1(C)CC2=C(CCC2)C2CCCN21,4.0776,15.9874
130260-23-0,CC1(NCC(O)COc2cccc3ccccc23)CCCC1,4.0783,24.9812
58728-64-6,N#Cc1ccc(N)c2ccccc12,4.0797,13.9892
35357-54-1,c1ccc(C(NC2=NCCO2)C2CC2)cc1,4.0798,17.9869
101913-68-2,OC(CCCCl)CC(O)(C(F)(F)F)C(F)(F)F,4.0801,23.9518
13608-18-9,CC1Cc2c([nH]c3ccc(Br)cc23)CN1,4.0811,21.9064
16048-45-6,CN1C2CCC1CC(OC(=O)Cc1cccc(F)c1)C2,4.0817,22.9624
1637-51-0,CN1CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,4.0836,27.9792
101491-34-3,Cc1ccc(C)c(C(C)NC2=NCCO2)c1,4.0838,17.987
73747-63-4,O=C(O)C(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,4.0843,55.983
50357-45-4,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,4.0849,27.9805
73713-73-2,CC1(C)CC2=C(CCCC2)C2CCCCN21,4.0859,17.9858
23462-14-8,c1ccc(CN2CC3CCCC(C2)N3CCN2CCOCC2)cc1,4.0865,26.9802
19947-09-2,CN(C)CCCC(CCCN(C)C)c1ccccc1CCc1ccccc1,4.0871,29.9763
4448-96-8,COc1ccccc1N1CCN(CCc2c[nH]c3cc4c(cc23)OCO4)CC1,4.0878,30.9779
1674-61-9,CCCCCCCCCCCCNC(=N)N=C(N)N,4.088,21.9854
63916-92-7,CC(C)Oc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.0894,25.9813
91075-63-7,CCC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,4.0899,24.9796
5803-76-9,CCC(C)NCC(O)c1ccc2c(c1)CCCC2,4.0913,20.0344
67032-46-6,CCCCOc1ccc(C(=O)OCCCN2CCCC(C)C2)cc1,4.0917,26.9804
318-98-9,CC(C)NCC(O)COc1cccc2ccccc12,4.0926,20.9416
37692-82-3,C=CCN1CCC23CCCCC2C1Cc1ccc(OC)cc13,4.0932,23.9812
16487-37-9,CN1C2CCC1CC(Oc1ccccc1)C2,4.094,17.4867
100311-00-0,ClCCN1CCCCc2ccccc2C1,4.0945,17.949
102504-93-8,C#CCCCN1CCC2(CC1)C(=O)N(C)CN2c1ccccc1,4.0954,24.9816
10261-50-4,CCCCCCCCCCOc1ccccc1C(=O)NCCN1CCCC1,4.0964,29.9779
100427-76-7,OC(CC1(O)C(F)(F)C(F)(F)C1(F)F)c1ccccc1,4.0972,23.9888
38855-13-9,CCCCCCC1CCC(NC(C)=O)CC1,4.0976,17.9867
62869-67-4,C=C(C)C#CC(O)(C(=O)OC1CCN(C)CC1)c1ccccc1,4.0982,24.9817
7184-60-3,CC1CC(C)CC(C)C(O)/C(C#N)=C\C=C/CC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1,4.0988,38.973
73941-32-9,Cc1cccc(-n2cnc3c(=O)nc[nH]c32)c1,4.0993,17.9878
107965-09-3,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCC(=O)OC)N3C1O,4.0999,34.975
54749-90-5,O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,4.1003,24.8503
101832-85-3,COc1ccc2[nH]cc(CN3C=CC=CC=C3)c2c1,4.1009,19.9849
5299-64-9,CCCCCCCCC(=O)N1CCOCC1,4.1014,17.9874
62674-99-1,CN(C)CCC1=Cc2cc(Cl)ccc2Sc2ccccc21,4.1016,24.9379
7651-47-0,C/C(=N\NC(N)=S)c1ccc(Cl)cc1,4.1021,17.9453
3411-42-5,CCOC(C(=O)OCC1CCCN1CC)(c1ccccc1)c1ccccc1,4.1028,28.9784
20627-22-9,CCCCN(CCCC)CC(=O)Nn1c(C)ccc1C,4.1038,21.9845
23462-18-2,c1ccc(CN2CC3CCCC(C2)N3CCCN2CCOCC2)cc1,4.1046,26.9801
965-27-5,CCc1ccc(F)c(NC(=O)CC(C)N(CC)CC)c1,4.1053,21.9849
63867-69-6,COC(=O)CCCN1CCCCC1,4.1064,14.4902
100447-51-6,c1ccc2c(c1)CCCCC2NC1=NCCO1,4.107,17.9868
63937-80-4,COc1ccc2c(c1OC)CCN(C)C2CCc1ccc(Cl)cc1,4.1075,26.9438
14189-66-3,CC(C)N1CCC(OC(c2ccccc2)c2ccccc2)C1,4.1087,22.9819
1814-13-7,O=C(CCCN1CCC(n2c(=O)n(CO)c3ccccc32)CC1)c1ccc(F)cc1,4.1092,31.978
116680-74-1,COc1ccc(C(O)CNC2CCc3cc(OC)c(OC)cc3C2)cc1,4.1101,27.7201
37874-98-9,O=C(O)c1ccc(CCCC2CCCC2)cc1,4.1108,17.9863
50-42-0,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,4.1115,24.0753
13657-37-9,CCCCN(CCCC)CCC(c1ccccc1)c1ccccc1,4.112,24.9797
6722-47-0,CCOC(CN1CCCCC1)c1ccccc1,4.1127,17.9863
24269-19-0,O=C(OC1CCCCC1)N1CCN(CCNC2CCCCC2)CC1,4.1133,25.9819
37591-10-9,COc1ccc2c(n1)SCC(N)=N2,4.1145,14.9846
53-86-1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.115,27.4023
41695-45-8,CNC1C=CC2(CC1)c1ccccc1C=Cc1ccccc12,4.1161,21.9817
40796-97-2,CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2,4.117,23.9123
68844-77-9,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,4.1173,34.975
101756-42-7,O=C(OCCN1CC2CCC(CC2)C1)C(O)(Cc1ccccc1)c1ccccc1,4.1179,29.9774
4628-12-0,CCCCOP(=O)(CCC)OCCCC,4.1182,17.9895
36371-23-0,CCN1CCN(CC)C(C(=O)Nc2c(C)cccc2C)C1,4.1191,21.9842
298-51-1,CCN(CC)CCOC(=O)N1c2ccccc2Sc2ccccc21,4.1196,25.9754
5913-82-6,CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C,4.1208,26.9789
63916-95-0,COc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.1221,21.9843
102132-00-3,C=CCOc1ccc(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)cc1,4.1228,27.9798
76311-59-6,CC(C)Oc1ccc2c(c1)C1(CCC2)CC(=O)N(CCCN(C)C)C1=O,4.1231,26.9807
7612-96-6,S=C=Nc1ccc(/N=N/c2ccccc2)cc1,4.1237,17.9811
67293-05-4,CC1CCCCN1CCCOC(=O)Nc1cccc2ccccc12,4.1247,24.4768
101932-40-5,Cc1ccc(CNC2=NCCO2)c2ccccc12,4.1255,17.9865
56740-62-6,CC(C)(N)CCCC(c1ccccc1)c1ccccc1,4.1262,19.9837
73909-02-1,N#CSCc1ccc(Oc2ccccc2)cc1,4.1273,17.9807
75463-32-0,CN(C)C1CCc2cc3c(cc21)CCC3,4.1278,14.988
1003-40-3,Nc1ccncc1,4.1286,6.9952
69494-09-3,CCN(CC)CCCC(C(=O)c1ccccc1)c1ccccc1,4.1289,22.9819
13063-43-9,N#CC(Cl)(Cl)C#N,4.1302,9.9252
33531-31-6,Cc1cccc(Cl)c1NC(=O)OC1CCN(C(C)C)CC1,4.1308,22.9497
149-21-3,CN1C2CCC1CC(OC(=O)Cc1cccc(Br)c1)C2,4.1313,24.913
2089-46-5,CC(C)(c1ccccc1)c1cc(CN2CCCCC2)c(O)c(CN2CCCCC2)c1,4.1321,29.9767
80762-80-7,CC(C)=CCCC(C)CCOCC(O)CNC(C)C,4.1327,19.9857
20290-42-0,O=C(/N=C1\CCc2ccccc21)NCCc1ccc(F)cc1,4.1337,21.7644
60768-21-0,CNC(C)C1CCC(N)C(OC2CC(OC3OCC(C)(O)C(NC)C3O)C(N)C(O)C2N)O1,4.135,34.979
74246-96-1,CN(C)CCCCN1C(=O)CC2(CCCc3ccccc32)C1=O,4.1358,22.9832
1945-75-1,CCN(CC)CCSC(=O)N1c2ccccc2Oc2ccccc21,4.1367,24.9764
2240-14-4,CCNC1C2CCC(C2)C1c1ccccc1,4.1372,15.6874
29538-93-0,CN(C)Cc1c(O)ccc2occ(C(=O)c3ccc(Cl)cc3)c12,4.138,23.949
3414-66-2,CCCN(CCC)Cc1c[nH]c2ccc([N+](=O)[O-])cc12,4.1389,19.9863
102129-09-9,CC1=CC(=O)CC(C(F)(F)F)(C(F)(F)F)O1,4.1394,17.9931
60108-67-0,CCCCN(C)CC(=O)Nc1c(C)cccc1C,4.1398,17.9869
3088-41-3,N#CCCN1CCCCC1,4.1406,9.9929
54112-78-6,CCN(CCCCCl)CCOC(=O)c1cc(OC)c(OC)c(OC)c1,4.1414,26.9486
56740-90-0,CN(C)C1C=CC(c2ccccc2)(c2ccccc2)CC1,4.1421,19.9836
79333-04-3,CN1CCN(CCC(Oc2ccccc2OCc2ccccc2)c2ccccc2)CC1,4.1426,29.9771
11076-50-9,CCC1/C=C\C=C/C=C\C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C/C=C\C(=O)OC1C)CC(O)C2C(=O)O,4.1435,49.968
63191-90-2,CN1C2CCC1CC(OC(=O)c1ccc(-c3ccc(Br)cc3)o1)C2,4.1442,27.9129
58335-95-8,CCCN1Cc2ccccc2-c2ccccc2C1,4.1449,16.9861
57259-23-1,CSc1c(OCCCN(C)C)nc(N(C)c2ccccc2)nc1OCCCN(C)C,4.1458,30.9735
89541-42-4,COC(=O)C1=C(C)N=C(C)C(C/C=N/OC(C)C)C1c1cccc([N+](=O)[O-])c1,4.1473,27.5817
77202-78-9,CC(CN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,4.1482,21.9827
4204-68-6,C=CCCCCCCCCC(=O)N1CCOCC1,4.1485,17.9871
63833-97-6,CCCCN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,4.1493,24.9752
55490-87-4,N#CC(C#N)=Cc1c2ccccc2cc2ccccc12,4.1501,17.9853
101711-08-4,C=C(C)C#CC(O)(C(=O)OC1CCC2CCC1N2C)c1ccccc1,4.1505,23.9822
101832-46-6,N#CC1C2CCC(C2)C1CCCNCCCC1C2CCC(C2)C1C#N,4.1507,23.9817
32972-24-0,CCCCCCCCCCC(=O)N1CCOCC1,4.152,17.9872
15223-20-8,Cc1ccc(S(=O)(=O)SC(F)(F)F)cc1,4.1534,17.9799
13754-23-9,CC(Cc1ccccc1)N1CCN(C(C)Cc2ccccc2)CC1,4.1543,22.5906
74247-39-5,CCN(CC)CC(C)N1C(=O)CC2(CCCc3ccccc32)C1=O,4.1547,22.9831
76311-62-1,CCN(CC)C(C)CCN1C(=O)CC2(CCCc3cc(OC)ccc32)C1=O,4.1562,25.9813
74246-87-0,COCCN(C)CCCN1C(=O)CC2(CCCc3ccccc32)C1=O,4.1569,23.9829
1192-52-5,O=c1ssc(Cl)c1Cl,4.1581,12.9169
3542-75-4,CCOC(=O)C1(c2ccccc2)CCN(CCC2CCCO2)CC1,4.1587,22.9833
102147-12-6,CCCCNC1=Nc2ccccc2CCC1,4.159,14.9885
73623-22-0,Cc1ccc(NC(=O)OCC#CCSC#N)cc1,4.1602,17.9823
101931-56-0,OC(CCl)CC(O)(C(F)(F)F)C(F)(F)F,4.1606,17.9615
95001-09-5,CCCCOCCCCOc1ccccc1C(=O)NCCN1CCCC1,4.1614,24.9823
94431-92-2,CCCCOCCOc1ccccc1C(=O)NCCN1CCCC1,4.1626,22.9839
67049-53-0,CC1CCN(CCCOC(=O)c2ccccc2O)C(C)C1,4.1634,19.9858
141283-52-5,CS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)C1CCCCC1,4.1648,24.9812
74332-92-6,CC1(C)CC2=C(CCCC2)C2CCCN21,4.1664,13.989
64050-39-1,CC1CCCCN1CCCOC(=O)c1ccc(OCCc2ccccc2)cc1,4.1665,25.9805
102338-94-3,CCCCNc1ccc(C(=O)OCCN(CC)CC)c(O)c1,4.1669,20.9856
63916-84-7,CCCCCCC1CCCCN1CCCOC(=O)c1ccccc1,4.1684,22.4776
60191-55-1,CCN(CC)CCOc1ccccc1OCC(C)C,4.1686,17.9869
102150-77-6,C/C=C/c1ccc(OCC(=O)NCC(C)(C)CNC(=O)C2=CC(C)(C)NC2(C)C)c(OC)c1,4.1691,30.9783
73771-84-3,c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1,4.1695,19.9789
33531-32-7,CCCN1CCC(OC(=O)Nc2c(C)cccc2Cl)CC1,4.1703,20.954
74246-98-3,CCN(CC)CCCCN1C(=O)CC2(CCCc3ccccc32)C1=O,4.171,23.086
1580-71-8,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,4.172,28.9483
304-84-7,CCN(CC)C(=O)c1ccc(O)c(OC)c1,4.1727,14.9898
1977-10-2,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,4.1732,21.9529
35443-96-0,COc1cc(C(=O)C=C(C(F)(F)F)C(F)(F)F)cc(OC)c1OC,4.174,23.9886
5299-67-2,CCCCCCCCCCCC(=O)N1CCOCC1,4.1752,17.9871
7200-23-9,CN(C)CCCN1c2ccccc2N(C)S(=O)(=O)c2ccccc21,4.1767,22.9789
73622-91-0,O=C(CI)OC(=O)N/C=C/NC(=O)OC(=O)CI,4.1779,31.992
101952-65-2,O=C(OCCCO)c1cccnc1,4.179,11.9922
549-18-8,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.18,18.3152
