CAS_Number,SMILES,pLD50,"LD50,mg/kg"
100811-75-4,CCCCOc1cc(C(=O)OCCN(C)C)ccc1N,4.1806,18.4875
58194-38-0,Nc1ncnc2c1ncn2C1OC2CC3OC(C(=O)O)C(O)C(O)C3(O)OC2C1O,4.1816,27.9845
35303-14-1,CC(=O)OC1C(O)C2C3=C(C(=O)c4c(O)cccc4C3=O)C(=[N+]=[N-])C2C(OC(C)=O)C1(C)O,4.1822,29.9809
51491-46-4,CCCCNC(=O)C1CC(c2ccccc2)CN(C)C1,4.1831,17.9867
33262-95-2,Cc1ccc(Cn2ccc(=N)cc2)cc1,4.1833,12.9899
102613-27-4,O=C(NCCCl)Nc1ccc2c3c(cccc13)CC2,4.1837,17.9565
101564-12-9,CCNCCOC(=O)C1(c2ccccc2)CCCCC1,4.1847,17.9867
37293-17-7,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCNCCCN)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,4.1852,97.713
12764-54-4,CC(=C/C(C)C(OC1CC(O)C(O)C(C)O1)C(C)C)/C=C/C=C/C=C/C=C/C=C/C(=O)C1=C(O)C(CCC(=O)O)N(C)C1=O,4.1859,39.972
73972-75-5,Cc1cc(OP2(=O)OCCC(C)O2)ccc1Cl,4.1867,17.9594
4929-77-5,CCOc1ccc(Sc2nc3ccccc3n2CCN(CC)CC)cc1,4.1874,23.9775
101564-41-4,NC(=S)N/N=C1\CCCCC1C(O)(C(F)(F)Cl)C(F)(F)Cl,4.1882,23.9229
35879-48-2,CCC(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,4.1888,18.9845
73986-64-8,O=C1N=C(SCC(=O)N2c3ccccc3Sc3ccccc32)S/C1=C\c1ccc(Cl)cc1,4.1895,31.932
58493-47-3,CCCCCCCCNC(=O)c1ccc(O)c(OC)c1,4.1909,17.9873
102443-31-2,NC(=O)C(CCN1CCCCC1)(C1=CCCCC1)c1ccccc1,4.1916,20.984
64471-12-1,CN1C2CCC(OC(=O)C(O)(c3ccccc3)c3ccccc3)C1CC2,4.1929,22.5217
67367-86-6,CCN(CC)CC(O)c1c2c(cc3c1CCC3)CCC2,4.1938,17.4865
3043-16-1,CCOC(C(=O)OCCNC)(c1ccccc1)c1ccccc1,4.1951,19.9854
36431-76-2,CN(CCc1ccccc1)CCN(C)C(=O)CC1(c2ccccc2)CCCCC1,4.196,24.9806
13058-67-8,CCCCC1C/C=C\C=C/C=C\C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3/C=C\C(=O)O1)CC(O)C2C(=O)O,4.1967,44.971
73928-05-9,N#C/C(=C\c1ccc(Cl)cc1)c1ccc(C(=O)O)cc1,4.1976,17.9572
21533-04-0,CCOc1ccc(CNC(=N)N)cc1OCC,4.1992,14.9902
74038-83-8,CCCCCCCCCC1=NC(C)(C)CN1CC(C)O,4.2006,17.7871
13004-56-3,O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,4.2016,21.1974
4414-83-9,N#CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.2023,17.9527
6633-10-9,CCC(CC)NCCNc1cc(OC)cc2cccnc12,4.2032,17.987
10082-85-6,COc1ccc(CC(C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)c2ccccc2)cc1,4.2041,25.5807
22820-23-1,CCCCN(CCN1CCCCC1)CC(O)COc1ccccc1Cl,4.2052,22.9547
85181-38-0,Cc1cc(C)cc(C(=O)OC2CC3CCC(C2)N3C)c1,4.2063,16.9874
88783-32-8,OC1(c2ccccc2)CCN(Cc2ccccc2)CC1,4.2074,16.5701
54286-36-1,CNC(=O)N1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,4.2085,27.981
38363-40-5,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.2093,17.9867
60045-60-5,COc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1OC,4.2106,17.9837
5582-99-0,Cc1ccc(C2OC(=N)N3CCCCC23)cc1,4.2118,14.1318
102071-66-9,OC1(c2ccccc2)CCN(C2CC2c2ccccc2)CC1,4.2122,17.9858
63918-68-3,c1ccc2c(c1)CN(C1CCCCC1)Cc1ccccc1-2,4.2127,16.986
67049-48-3,CCCCCCCOc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.2129,22.9831
40105-95-1,c1ccc(CN2CCC(c3ccccc3)(c3ccccc3)CC2)cc1,4.2141,19.9834
63732-95-6,COc1cccc(CCN2CCC34CCCCC3C2Cc2ccc(O)cc24)c1,4.2152,22.9822
15053-14-2,C(\CCN1CCC(c2ccccc2)CC1)=C1/c2ccccc2CSc2ccccc21,4.2165,24.975
83255-62-3,OC(CCC1CCNCC1)c1cc(-c2ccccc2)nc2ccccc12,4.2175,20.9837
23379-27-3,CN(C)C(=S)Oc1ccc(S(=O)(=O)F)cc1Cl,4.2186,17.9522
54219-82-8,C=CCc1cc(CNCCCOC)c(O)c(OC)c1,4.2197,15.9888
35303-12-9,CC(=O)OC1C(O)C2C3=C(C(=O)c4c(O)cccc4C3=O)C(=[N+]=[N-])C2C(OC(C)=O)C1(C)OC(C)=O,4.2205,29.9809
74038-82-7,CCCCCCCCCC1=NC(C)(C)CN1C(C)(C)CO,4.2216,17.787
101858-35-9,CCCCCCCCNc1cc2c3c(c1)CCCN3CCC2,4.2226,17.986
70311-39-6,Cc1nc[nH]c1CSCCNc1nc(=O)c(Cc2ccc(O)cc2)c[nH]1,4.2232,22.2006
121250-06-4,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CCl)CC3OC1CC(N)C(O)C(C)O1,4.2247,33.451
29745-04-8,O=C1OC(=O)C2C3CCC(O3)C12,4.2257,9.9937
5321-78-8,O=[N+]([O-])c1ccc(N/N=C\CBr)c([N+](=O)[O-])c1,4.2263,17.9343
102071-29-4,CCC1CCN(CCCc2ccc(COc3ccccc3)cc2)CC1,4.2273,19.9842
42882-71-3,OC(CNC1CCCCC1)c1ccc2c(c1)CCCCC2,4.2281,16.9869
22820-34-4,CC(C)N(CCN1CCCCC1)CC(O)COc1ccc(Cl)cc1Cl,4.2286,22.9292
96558-24-6,CN(C)CC(O)COc1ccc(-c2nc3c(N)nc(N)nc3nc2N)cc1,4.2291,21.8414
102504-87-0,COc1ccc2c(c1)CC(CN1CCC3(CC1)C(=O)N(C)CN3c1ccccc1)O2,4.2299,23.9827
63867-94-7,Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccc2c(c1)OCO2)CC3,4.231,22.9826
1108-07-2,CC(=O)NC1Cn2c3c(c(COC(N)=O)c2C1OC(C)=O)C(=O)C(OC(C)=O)=C(C)C3=O,4.2316,26.234
16256-41-0,O=C1NC2(CCCCC2)NC12CCCCC2,4.2331,12.9907
16200-04-7,CCOC(=O)c1c(C)n(-c2ccc(C)cc2)c2ccc(O)c(CN(CC)CC)c12,4.2343,22.9831
82475-12-5,CC1=C(O)C(=O)C2=C(C1=O)C1C3C4C(CC(C(C#N)N3C2CO)N4C)C2OCCN21,4.2352,23.9842
740-88-5,O=C(CCN1CC1)NCCCCCCNC(=O)CCN1CC1,4.2367,17.9881
101418-15-9,CN1CCC(OC(=O)Oc2ccccc2)(c2ccccc2)CC1,4.238,17.9868
41226-46-4,COc1c(C(=O)/C=C/c2ccccc2O)c(OCCN2CCCCC2)c(OC)c2occc12,4.2397,25.9816
106200-12-8,Oc1ccccc1CC1CC2CCN1CC2,4.2402,12.4905
84-58-2,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,4.2421,12.9386
1993-35-7,CCC(=O)n1c(=O)n(C2CCN(CCCC(=O)c3ccc(F)cc3)CC2)c2ccccc21,4.2431,24.9827
1622-61-3,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,4.244,17.9615
55658-44-1,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCCNC(=N)N)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,4.2455,80.945
24269-63-4,CCCCN(CCN1CCN(C(=O)OC(C)C)CC1)C1CCCCC1,4.2474,19.986
76628-95-0,NC1=NC(c2ccccc2)C2=C(N1)C(=O)N(Cc1ccccc1)C2,4.2477,17.9869
102131-94-2,CC1(C)C=C(C(=O)NCCCNCc2ccc(Oc3ccccc3)cc2)C(C)(C)N1,4.2485,22.983
12705-20-3,CNC(=C\c1ccc(O)c(O)c1)/C(=C/c1ccc(O)c(O)c1)NC,4.2503,17.9874
16200-05-8,CCOC(=O)c1c(C)n(-c2ccc(OC)cc2)c2ccc(O)c(CN(CC)CC)c12,4.2516,22.9836
138330-18-4,O=P(O)(O)C(CC1CCCCCC1)P(=O)(O)O,4.2526,15.9929
97017-91-9,COC1CCN(CCCn2c3ccccc3c3ccccc32)CC1,4.2532,17.9862
101781-40-2,CCC1CCN(Cc2c(O)ccc3ccccc23)CC1,4.2543,14.9883
1123-61-1,CN1C(=O)C(Cl)=C(Cl)C1=O,4.2552,9.9424
17516-22-2,CCN(CC)CCCN1C(=O)CC2(CCCc3ccc(C)cc32)C1=O,4.2559,18.986
82394-04-5,COc1cccc2c1SCc1ccccc1C2CN,4.2575,14.9844
38940-46-4,O=C(c1ccccc1)C(CCCCN1CCCCC1)c1ccccc1,4.2585,18.4853
78329-83-6,CCCCNc1ccc(C(=O)OCCN(C)C)c(OCCCC)c1,4.2598,18.4871
23959-22-0,CCCOc1c(OC)cccc1C(=O)OCCN(CC)CC,4.2601,16.9884
20930-88-5,CCN1CCCC(COC(=O)Nc2c(C)cccc2Cl)C1,4.2621,16.9628
55474-03-8,COc1nc(N(C)c2ccccc2)nc(NCCN(C(C)C)C(C)C)c1SC,4.2635,21.9806
2909-91-3,CCOC(C(=O)OC1CCN(CC)CC1)(c1ccccc1)c1ccccc1,4.2642,19.9851
101710-98-9,C=C(C)C(O)(C(=O)OC1CC(C)N(C)C(C)(C)C1)c1ccccc1,4.2652,17.9869
100482-81-3,OC(C/C=N/Nc1ccccc1)(C(F)(F)Cl)C(F)(F)Cl,4.2673,17.9405
143-16-8,CCCCCCNCCCCCC,4.268,9.9924
80762-86-3,CCCCCCCCCCCCCCCCOCC(O)CNC(C)(C)C,4.2691,19.9853
16233-66-2,CN1CCN(C2Cc3ccccc3S(=O)c3ccccc32)CC1,4.2708,17.4829
63869-47-6,COc1ccc2c(c1)C1(C)CCN(CC3CCC3)C(C2)C1C,4.2722,15.9875
19169-97-2,CC(=O)OI(OC(C)=O)c1cccc(C)c1,4.2738,17.9926
33237-74-0,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,4.2755,17.0865
40680-97-5,COc1c(C(O)CCc2cccc(O)c2)c(OCCN(C)C)c(OC)c2occc12,4.2761,21.9848
17380-22-2,N#Cc1ccc2[nH]cc(C(=O)c3ccccc3)c2c1,4.2775,12.99
113913-48-7,O=C(CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)c1ccccc1,4.2783,20.9834
10402-53-6,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,4.2794,19.985
475-00-3,Cc1c(C(C)C2NCC(C)CC2O)ccc2c1CC1C2CC=C2CC(OC3OC(CO)C(O)C(O)C3O)CCC21C,4.2801,29.9788
95132-59-5,CCOC(=O)C1(c2ccccc2)CCN(CC(O)c2ccccc2)CC1,4.2812,18.4862
102433-17-0,CCCCCCCCCCCCNC(=O)NCC(OCC)OCC,4.282,17.9877
74037-90-4,CCSc1ccccc1N(C)CCCN1CCN(C)CC1,4.2837,15.9845
528-97-2,CCCCNc1ccc(O)c(C(=O)OCCN(CC)CC)c1,4.285,15.989
101832-41-1,NCC1C2CCC(C2)C1CCCNCCCC1C2CCC(C2)C1CN,4.2858,17.9865
57314-55-3,c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1,4.287,17.9833
69373-99-5,CCOc1cc2c(cc1OCC)C(Cc1ccc(OC(C)C)c(OC(C)C)c1)NCC2,4.2886,21.9839
102504-23-4,O=C1C2C3CCC(O3)C2C(=O)N1Cc1cccc(CBr)c1,4.2891,17.9393
88770-63-2,COc1ccc(OC)c(C(O)CCc2ccc(O)cc2)c1OCCCN1CCCCC1,4.2906,21.9844
53251-91-5,CC1CCN(CCOCCC2CCC3CC2C3(C)C)CC1,4.2915,14.9886
16253-32-0,CNC(=O)OCC#CCN1CCCC1,4.2928,9.9934
57801-81-7,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,4.2941,19.9112
18369-83-0,CSC(=O)Cl,4.2954,5.5693
7356-70-9,CCN(CC)CC(Cc1ccccc1)OC(=O)Nc1ccccc1,4.2963,16.4878
31755-21-2,Cc1cccc(C)c1NC(=O)OC1CCCN(C(C)C)C1,4.2977,14.6215
374-99-2,NCC(F)(F)C(F)(F)C(F)(F)F,4.299,9.9977
100811-76-5,CCCCOc1cc(N)ccc1C(=O)OCCN(C)C,4.2994,14.0617
85128-09-2,C=C(c1cccc(OC)c1OCC(O)CNC(C)(C)C)n1cnc2ccccc21,4.3005,19.7859
83494-81-9,O=C1c2ccccc2CCc2occ(C(=O)N3CCN(Cc4ccccc4)CC3)c21,4.3015,19.9851
102585-63-7,COc1cc(C(C[N+](=O)[O-])SC(C)=O)ccc1OCc1ccccc1,4.3027,17.984
73713-74-3,CC1(C)CC2CCCCC2C2CCCCN21,4.3038,10.9914
102071-67-0,CCC(=O)OC1(c2ccccc2)CCN(CC2CC2c2ccccc2)CC1,4.3052,17.9861
63957-33-5,CCCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,4.306,14.9888
1674-94-8,CN1C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,4.3066,17.3352
87395-51-5,CN1C2CCC(OC(=O)CC(O)(c3ccccc3)c3ccccc3)C1CC2,4.3076,17.9865
101976-42-5,CC(CN1c2ccccc2Sc2ccc(Cl)cc21)N(C)CCCl,4.3098,17.9376
1401-63-4,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(S)cc2)C=C1,4.3102,14.9846
20627-24-1,Cc1ccc(C)n1NC(=O)CN(CCC(C)C)CCC(C)C,4.3117,14.9893
115621-95-9,C1=C(c2ccc(N3CCCCC3)cc2)N2CCN=C2c2ccccc21,4.3137,15.9875
63917-70-4,CCNc1ccc2c(cc1=O)C(NC(C)=O)CCc1cc(OC)c(OC)c(OC)c1-2,4.3144,19.9861
37724-45-1,Cc1csc2ncnc(N3CCN(C)CC3)c12,4.3159,11.9881
100739-57-9,CCOC(=O)C(CC)(C(=O)NCCN1CCCCCCC1)c1ccccc1,4.3182,17.9871
26987-95-1,CCCCC(CC)COCC(O)CN1CCc2cc(OC)c(OC)cc2C1CC1CC2c3cc(OC)c(OC)cc3CCN2CC1CC,4.3189,31.977
74247-04-4,CCC(CN1C(=O)CC2(CCCc3ccccc32)C1=O)N(C)C,4.3214,14.989
55-56-1,N=C(/N=C(/N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)/N=C(\N)Nc1ccc(Cl)cc1,4.3235,23.9404
106209-14-7,C=C(O)C(=O)NCC1C2=C(CC3C4c5c(c(O)c(C)c(OC)c5OC(=O)CO)CC(C(C#N)N13)N4C)C(=O)C(C)=C(OC)C2=O,4.3244,29.4809
31772-85-7,CCCN1CCC(OC(=O)Nc2c(C)cccc2Cl)C1,4.3263,13.9685
101564-48-1,CC1=C(Br)C(=O)C(C(O)(C(F)(F)F)C(F)(F)F)C(C)(C)C1,4.3281,17.9471
27778-82-1,CCOc1ccc(F)cc1C(CN(C)C)C(C)CC,4.3302,12.4912
38940-45-3,O=C(c1ccccc1)C(CCCN1CCCCC1)c1ccccc1,4.331,14.9881
75639-64-4,CN(CCO)CCCCN1C(=O)CC2(CCc3ccccc3C2)C1=O,4.333,15.9886
127-35-5,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,4.3359,14.8206
35690-87-0,COc1cc2c3c(c1OC)C(=O)CCC3N(C)CC2,4.338,11.9915
5407-87-4,Cc1cc(C)nc(N)c1,4.3388,5.596
111071-50-2,CCN(CC)CCNC(=O)c1cc(Br)c(NC2=NCC(C)N2)cc1OC,4.3397,19.4444
102207-12-5,CNC(=O)OCCCN1CCCCC1(CN1CCCCC1)CN1CCCCC1,4.3409,17.9875
102612-99-7,COc1cc(CNC(=O)CCCCCCCCCCSSCCCCCCCCCCC(=O)NCc2ccc(O)c(OC)c2)ccc1O,4.3431,31.971
74754-46-4,CCC(C)CCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C,4.3458,74.954
73438-62-7,Cc1ccc(S(=O)(=O)NC(Cc2ccc(C(=N)N)cc2)C(=O)N2CCCCC2)cc1,4.3468,19.2674
5393-22-6,N#CSc1ccc(O)c(O)c1,4.3481,7.4917
7152-40-1,N#CCc1nn(-c2ccccc2)c(N)c1C#N,4.3488,9.9931
69373-85-9,CCOc1cc2c(cc1OCC)C(Cc1ccc(OC(C)C)c(OC(C)C)c1)=NCC2,4.3502,18.9861
93725-14-5,CC(c1ccccc1)N(CCN(C)C)c1ccccn1,4.3512,11.991
69373-98-4,CCOc1ccc(CC2NCCc3cc(OC(C)C)c(OC(C)C)cc32)cc1OCC,4.3523,18.9861
102395-53-9,CCC(C)N1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,4.3537,19.9857
577-92-4,CC(C)(C)c1ccc(O)c(-c2ccccc2)c1,4.3547,9.9919
74246-83-6,O=C1CC2(CCCc3ccccc32)C(=O)N1CCCN1CCCCC1,4.356,14.9889
102395-54-0,CN1CN(c2ccccc2)C2(CCN(Cc3nc4ccc(Cl)cc4[nH]3)CC2)C1=O,4.3574,17.9669
18341-86-1,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C(=O)CCl,4.3584,17.9687
97799-75-2,Cc1cccc(C)c1NC(=O)C(C)NC(=O)C1=CC(C)(C)NC1(C)C,4.3598,14.9893
102476-64-2,CCN1CCCC1CCOC(=O)C(O)(c1ccccc1)c1ccccc1,4.3608,15.3885
101418-34-2,CCN(C)c1cc2c3c(c1)CCCN3CCC2,4.3624,9.9923
19303-60-7,Cc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)c(C)c1,4.3636,13.9896
101711-07-3,C=C(C)C#CC(O)(C(=O)OC1CN2CCC1CC2)c1ccccc1,4.3663,13.9897
101756-31-4,N#CC(C#N)=CN1CCCCCC1,4.3686,7.4947
63238-66-4,COCC12CCC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2,4.3703,24.4374
481-42-5,CC1=CC(=O)c2c(O)cccc2C1=O,4.372,7.9843
67000-88-8,CP(=O)(F)OCCCCc1ccc2ccc3cccc4ccc1c2c34,4.3734,14.9897
73855-75-1,O/N=C(\CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1,4.3756,13.99
32174-69-9,CC(C)CCCC(C)C1CCC2C3C(O)=C4CC(C)(C(C(=O)O)=CC4=O)C3CCC12C,4.3768,17.9865
101858-30-4,CC(C)(CCCCC(C)(C)NN1C=CCO1)NN1C=CCO1,4.378,12.9914
79306-64-2,CCOc1ccccc1OCC(CN(C)C)c1ccccc1,4.3794,12.4906
124831-77-2,COC1C(C)C(C(C)C2OC3(CCC(C)(C4CCC(C)(C5OC(C6OC(C)(OC)C(C)CC6C)CC5C)O4)O3)CC(O)C2C)OC(O)(C(C)C(=O)O)C1C,4.3808,31.978
73806-02-7,CCC(C)NC(=O)C1C2CCC(O2)C1C(=O)O,4.3825,9.9936
10222-01-2,N#CC(Br)(Br)C(N)=O,4.3836,9.9166
55066-60-9,O=C(OCCCN1CCCC1)C(O)(c1ccccc1)c1ccccc1,4.3846,13.9896
6305-43-7,O=C(CBr)/C(O)=C/Br,4.3872,9.917
102367-00-0,Cn1c(CC(O)(C(F)(F)F)C(F)(F)F)ccc1CC(O)(C(F)(F)F)C(F)(F)F,4.3894,17.9938
10593-63-2,O=C(NCC1(c2ccccc2)CCN(Cc2ccccc2)CC1)c1ccc(C(=O)NCC2(c3ccccc3)CCN(Cc3ccccc3)CC2)cc1,4.3923,27.9782
85127-77-1,C=C(c1c(Cl)ccc(Cl)c1OCC(O)CNCC(C)C)n1ccnc1,4.3943,15.452
89541-38-8,CCOC(=O)CO/N=C/CC1C(C)=NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,4.3969,17.2889
76463-92-8,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(O)c3c(c(O)c2C1C(=O)OC)C(=O)c1ccccc1C3=O,4.3976,32.479
34844-38-7,OC1CCCC1C(O)(C(F)(F)F)C(F)(F)F,4.4017,9.9962
31755-22-3,Cc1cccc(Cl)c1NC(=O)OC1CCCN(C(C)C)C1,4.403,12.2631
1438-30-8,Cn1cc(NC(=O)c2cc(NC(=O)CNC(=N)N)cn2C)cc1C(=O)NCCC(=N)N,4.4035,16.99
101711-09-5,CCC(C)C#CC(O)(C(=O)OC1CCN(C)CC1)c1ccccc1,4.4038,12.9905
102433-70-5,Cc1cc(C)c(C)c(NC(=O)NCCCl)c1C,4.4061,9.9748
1393-12-0,CCCC1C/C=C\C=C/C=C\C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CCCC(=O)CC(O)C(CC)C(=O)O1)CC(O)C2C(=O)O,4.4082,29.9804
13358-22-0,N#CC1(C#N)CC=CCC1(C#N)C#N,4.4093,7.0951
13087-54-2,CCC(CCN(C)C)(OC(=O)COc1ccccc1)c1ccccc1,4.4128,13.1903
11054-63-0,CC(C)CCCCCCC/C=C/CC(=O)NC(CC(=O)O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C,4.4165,49.969
100347-84-0,Nc1ccc(C(=O)OCCCN2CCCCC2)c(OCc2ccccc2)c1,4.4203,13.9899
6128-29-6,C=C1C2CCC3C(CCC4C5(C)CCCC43CN3CCOC35)(C2)C1O,4.422,12.9902
3855-24-1,SC1(S)CCCCC1,4.4229,5.5903
21533-05-1,CCCOc1ccc(CNC(=N)N)cc1OCCC,4.4238,9.9933
7176-58-1,CCN(CC)CCCN(Cc1ccc(OC)cc1)C(=O)c1ccc([N+](=O)[O-])cc1,4.4254,14.9897
102584-43-0,c1ccc(C(OC2CCN(C3CCCCC3)C2)c2ccccc2)cc1,4.4288,12.4901
989-54-8,CCCC(=O)c1c(O)c(C)c(OC)c(CC2C(=O)/C(=C(\O)CCC)C(=O)C(C)(C)C2=O)c1O,4.4328,16.9884
74038-80-5,CCCCCCCCCC1=NC(C)(C)CN1c1ccccc1,4.4364,10.9915
1147-97-3,CCN(CC)Cc1c[nH]c2ccc([N+](=O)[O-])cc12,4.439,8.994
128948-03-8,C=C(N/N=C(\CC)CCCC)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,4.4429,22.9845
30823-13-3,CC1=C(N(C)C)C(=O)C2=C(C1=O)N1CC3C(N3C)C1(O)C2COC(N)=O,4.4452,12.9919
76264-95-4,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(O)c3c(c(O)c2C1O)C(=O)c1cccc(O)c1C3=O,4.4482,27.9817
4751-46-6,c1ccc2c(NC3=NCCN3)cccc2c1,4.4498,7.4944
63868-26-8,CN1CCC(CCN2CCC34CCCCC3C2Cc2ccc(O)cc24)CC1,4.4526,12.99
20892-94-8,CN1CCN(C2Cc3ccccc3Sc3ccc(N)cc32)CC1,4.4546,11.4151
17228-47-6,N=C(N)NCCc1cc2c(cc1Br)OCO2,4.4566,9.9609
102132-39-8,C=CCOc1ccccc1CNCCCNC(=O)C1CC(C)(C)NC1(C)C,4.4584,12.9907
52-86-8,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.4611,12.9747
60504-95-2,CCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1O,4.4639,14.9905
15944-43-1,O=C(Nc1cccc(Cl)c1)OCC#CCN1CCCC1,4.4665,9.9772
88772-45-6,COc1ccc(OC)c(C(=O)CCc2ccc(O)cc2)c1OCCN1CCCCC1,4.4704,13.9901
316-42-7,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,4.4723,16.1882
75639-61-1,CCN(CC)CCCN1C(=O)CC2(CCc3ccccc3C2)C1=O,4.4751,10.9919
74038-27-0,CCCCP(=O)(CCCC)Oc1cccc([N+](=O)[O-])c1,4.4761,9.994
101931-89-9,CCCCCCCCCC1CCC(N)CC1,4.4779,7.4942
580-74-5,CNC(=C\c1ccc(O)cc1)/C(=C/c1ccc(O)cc1)NC,4.4821,9.4929
152-16-9,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.4836,9.396
13029-18-0,Cc1ccc(S(=O)(=O)SC(Cl)(Cl)Cl)cc1,4.4852,9.9431
102476-69-7,CN1CCCC1CCCOC(=O)C(O)(c1ccccc1)c1ccccc1,4.4876,11.4914
75343-61-2,c1ccc(C/N=C2\OC(c3ccccc3)C3CCCCN23)cc1,4.4907,9.8924
33404-85-2,CC1(C)CC2C(O)C34OC3C(=O)C3(CO3)C4(C)C2C1O,4.4934,8.9939
13313-80-9,CCC1CCCCC1(OCCN(C)C)c1ccccc1C,4.4978,9.1929
427-01-0,C/C=C1\CN2CCc3c([nH]c4ccccc34)C2CC1C(C(=O)OC)C1OCC2C3CC4N(CCC45c4ccccc4N1C25)CC3CC,4.5003,19.9849
78406-74-3,CCCN(CC)CC(C(=O)Nc1ccccc1OC)N(CC)CCC,4.5021,10.9923
64107-53-5,Cc1nc[nH]c1CSCCNc1nc(=O)c(Cc2cccnc2)c[nH]1,4.5036,11.1702
26281-64-1,CC(C)OC(=O)C1CCCN=C(N)N1,4.507,6.1962
57726-65-5,Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1,4.5091,11.9908
54483-84-0,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(O)CN3CCc4c([nH]c5ccccc45)C3CC12,4.5123,16.7892
38793-03-2,CCCC(C)CC1CCC(N)CC1,4.5151,5.5957
357-57-3,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,4.5168,11.9914
